Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
573,Brek Shea\adb6ae24,us USA,DFFW,Inter Miami,29,1990,7,184,270,68.1,3267,1049,84,108,77.8,81,112,72.3,17,41,41.5,0,0.5,-0.5,3,8,3,1,27,Matches
574,Khiry Shelton\f935709c,us USA,FWMF,Sporting KC,26,1993,16.1,339,441,76.9,5094,1021,184,240,76.7,117,141,83,22,29,75.9,1,1.9,-0.9,25,30,9,2,35,Matches
575,Andre Shinyashiki\8c395868,br BRA,FW,Colorado Rapids,24,1995,11.4,282,366,77,5212,1060,120,150,80,123,150,82,36,50,72,0,1.4,-1.4,13,24,6,1,25,Matches
576,Harry Shipp\77c62610,us USA,FWMF,Seattle,28,1991,0.4,19,25,76,346,73,9,11,81.8,9,10,90,1,3,33.3,0,0.2,-0.2,1,0,2,0,3,Matches
577,Shamit Shome\94d98e8d,ca CAN,DFMF,Montreal Impact,22,1997,3.2,111,142,78.2,2021,643,43,48,89.6,52,62,83.9,13,23,56.5,0,0,0,1,11,2,0,13,Matches
578,Bobby Shuttleworth\4598ac94,us USA,GK,Chicago Fire,32,1987,17,449,546,82.2,11759,5745,74,74,100,254,257,98.8,121,214,56.5,0,0,0,0,4,0,0,0,Matches
579,Danilo da Silva\1286ba63,br BRA,DF,Los Angeles FC,33,1986,0.4,11,13,84.6,272,80,2,3,66.7,6,6,100,3,4,75,0,0,0,0,3,0,0,0,Matches
580,Marcelo Silva\b9596515,uy URU,DF,Real Salt Lake,30,1989,14.5,579,651,88.9,11763,3410,188,205,91.7,305,329,92.7,84,110,76.4,0,0.1,-0.1,2,8,0,0,20,Matches
581,Josh Sims\6d6f09dc,eng ENG,MF,NY Red Bulls,22,1997,0.5,15,18,83.3,196,50,10,11,90.9,3,4,75,1,2,50,0,0,0,0,1,0,0,2,Matches
582,Seth Sinovic\55328176,us USA,DF,New England,33,1987,0.2,10,14,71.4,196,45,1,1,100,9,10,90,0,2,0,0,0,0,1,0,0,0,1,Matches
583,Pablo Sisniega\550557e1,mx MEX,GK,Los Angeles FC,24,1995,14,245,347,70.6,6262,4012,73,73,100,101,102,99,68,169,40.2,0,0,0,0,1,0,0,0,Matches
584,Axel Sjöberg\d7eb2464,se SWE,DFMF,D.C. United,28,1991,1.9,40,44,90.9,809,255,9,11,81.8,25,26,96.2,5,6,83.3,0,0,0,0,0,0,0,0,Matches
585,Jack Skahan\9c07bdc7,us USA,MF,San Jose,21,1998,0.1,10,11,90.9,272,34,1,1,100,5,6,83.3,3,3,100,0,0,0,0,2,0,0,1,Matches
586,Brad Smith\c76c717c,au AUS,DFFW,Seattle,25,1994,1.7,72,96,75,1219,469,35,39,89.7,29,40,72.5,6,12,50,0,0.1,-0.1,1,4,1,1,8,Matches
587,Graham Smith\ae3330d0,us USA,DF,Sporting KC,24,1995,3.5,137,166,82.5,3752,1085,29,31,93.5,63,74,85.1,45,58,77.6,0,0,0,0,13,0,0,4,Matches
588,Kyle Smith\9e6b2ec3,us USA,DF,Orlando City,28,1992,11.4,553,684,80.8,10364,4464,215,236,91.1,268,300,89.3,61,121,50.4,1,0.6,+0.4,9,35,13,6,55,Matches
589,Erik Sorga\02ba67a2,ee EST,FW,D.C. United,20,1999,7.5,148,194,76.3,2213,203,81,107,75.7,52,60,86.7,10,10,100,0,0.1,-0.1,5,6,1,0,5,Matches
590,Connor Sparrow\f3c1d6c2,us USA,GK,Chicago Fire,25,1994,1,16,30,53.3,424,245,4,4,100,9,9,100,3,17,17.6,0,0,0,0,0,0,0,0,Matches
591,Dayne St. Clair\3f41d25f,ca CAN,GK,Minnesota Utd,22,1997,13,208,386,53.9,7211,4851,28,28,100,74,76,97.4,106,281,37.7,0,0,0,0,6,0,0,0,Matches
592,Caleb Stanko\381e52af,us USA,MF,FC Cincinnati,26,1993,5.2,189,217,87.1,3837,716,62,71,87.3,88,95,92.6,35,45,77.8,0,0,0,2,16,0,0,10,Matches
593,Daniel Steres\17c03c76,us USA,DF,LA Galaxy,29,1990,20,667,795,83.9,15804,6757,160,172,93,345,384,89.8,157,223,70.4,0,0.1,-0.1,2,49,3,0,48,Matches
594,Luka Stojanović\1a892191,rs SRB,MF,Chicago Fire,26,1994,0.7,16,18,88.9,250,36,8,8,100,6,7,85.7,1,1,100,0,0,0,0,0,0,0,0,Matches
595,Jared Stroud\5d018899,us USA,FWMF,NY Red Bulls,23,1996,10.3,255,405,63,3932,1406,137,184,74.5,82,120,68.3,20,58,34.5,2,3.6,-1.6,24,24,18,7,31,Matches
596,Aljaž Struna\b82c2982,si SVN,DF,Houston Dynamo,29,1990,15.9,724,820,88.3,16411,5790,167,184,90.8,406,435,93.3,148,192,77.1,0,0,0,0,33,0,0,42,Matches
597,Gustav Svensson\733713ef,se SWE,MF,Seattle,32,1987,10.6,571,636,89.8,12396,4031,201,220,91.4,248,269,92.2,119,139,85.6,0,0.4,-0.4,3,77,3,1,52,Matches
598,Ben Sweat\6937b1ac,us USA,DF,Inter Miami,28,1991,18.5,725,913,79.4,12823,5428,354,394,89.8,295,361,81.7,67,130,51.5,2,1.1,+0.9,10,46,20,8,72,Matches
599,Ballou Tabla\018bd079,ca CAN,FW,Montreal Impact,20,1999,1.1,24,31,77.4,352,114,12,15,80,11,14,78.6,0,0,,0,0,0,0,2,2,0,7,Matches
600,Saphir Taïder\a12d0c05,dz ALG,MF,Montreal Impact,27,1992,10.6,551,660,83.5,11360,2896,211,237,89,230,255,90.2,103,144,71.5,5,2.7,+2.3,25,63,27,4,70,Matches
601,Ismael Tajouri-Shradi\ef4249ff,ly LBY,FWMF,NYCFC,25,1994,7.5,249,304,81.9,4268,1238,137,152,90.1,80,91,87.9,28,42,66.7,1,0.8,+0.2,13,19,15,2,31,Matches
602,Andrew Tarbell\c5487a34,us USA,GK,Columbus Crew,26,1993,6.2,125,193,64.8,4007,2343,17,17,100,56,57,98.2,52,119,43.7,0,0,0,0,4,0,0,0,Matches
603,Amro Tarek\52c930c0,eg EGY,DF,NY Red Bulls,27,1992,10.4,292,375,77.9,6211,2440,78,89,87.6,153,173,88.4,56,104,53.8,0,0.2,-0.2,2,20,2,1,19,Matches
604,Russell Teibert\674befe9,ca CAN,MF,Vancouver,27,1992,17.6,638,729,87.5,11672,2905,281,297,94.6,285,312,91.3,69,107,64.5,0,0.4,-0.4,11,37,10,4,38,Matches
605,Carlos Terán\324509e2,co COL,DFMF,Chicago Fire,19,2000,0.2,9,13,69.2,139,99,4,4,100,1,4,25,2,3,66.7,0,0,0,0,0,0,0,0,Matches
606,Tanner Tessmann\ac277993,us USA,MF,FC Dallas,18,2001,11.2,467,553,84.4,9849,2218,170,182,93.4,204,234,87.2,84,118,71.2,1,0.7,+0.3,9,46,6,1,29,Matches
607,Samuel Tetteh\a2560346,gh GHA,FWMF,NY Red Bulls,23,1996,3.7,75,95,78.9,1114,206,37,46,80.4,28,32,87.5,6,9,66.7,0,0,0,0,1,4,0,5,Matches
608,Tommy Thompson\5f6c69d8,us USA,DFMF,San Jose,24,1995,12.5,607,687,88.4,10455,3040,292,315,92.7,263,290,90.7,43,54,79.6,2,0.9,+1.1,9,41,7,0,35,Matches
609,Anton Tinnerholm\0fe96099,se SWE,DF,NYCFC,28,1991,22.2,1082,1397,77.5,19536,7908,491,567,86.6,469,578,81.1,109,179,60.9,4,4.1,-0.1,39,68,52,11,159,Matches
610,Donny Toia\d286f965,us USA,DF,Real Salt Lake,27,1992,18.6,799,1052,76,16033,7091,306,350,87.4,363,438,82.9,118,229,51.5,0,0.3,-0.3,9,74,13,4,65,Matches
611,Nouhou Tolo\0796512f,cm CMR,DF,Seattle,22,1997,15.6,727,858,84.7,11933,3464,380,410,92.7,275,323,85.1,61,87,70.1,1,1.3,-0.3,7,44,13,9,47,Matches
612,Christian Torres\93bb2262,us USA,FW,Los Angeles FC,15,2004,2.4,54,74,73,815,308,31,37,83.8,22,29,75.9,1,5,20,0,0.2,-0.2,3,2,6,2,10,Matches
613,Erick Torres\b7f98460,mx MEX,FW,Atlanta Utd,27,1993,5.5,61,93,65.6,1061,163,33,43,76.7,21,33,63.6,7,8,87.5,0,0,0,0,5,1,0,6,Matches
614,Román Torres\9787f0ad,pa PAN,DFMF,Inter Miami,33,1986,3.6,84,115,73,2074,879,19,24,79.2,42,54,77.8,22,34,64.7,0,0.3,-0.3,2,5,0,0,3,Matches
615,Román Torres\9787f0ad,pa PAN,DF,Seattle,33,1986,0.3,27,34,79.4,591,246,5,9,55.6,18,19,94.7,4,6,66.7,0,0,0,0,3,0,0,2,Matches
616,Mason Toye\0aa41f67,us USA,FW,Minnesota Utd,21,1998,4.9,72,92,78.3,1132,106,44,52,84.6,18,25,72,7,7,100,0,0.2,-0.2,6,0,1,0,5,Matches
617,Mason Toye\0aa41f67,us USA,FWMF,Montreal Impact,21,1998,1.7,26,35,74.3,450,48,14,17,82.4,10,13,76.9,2,3,66.7,1,0.5,+0.5,2,0,0,0,0,Matches
618,Diedie Traoré\891c8d00,fr FRA,DF,LA Galaxy,21,1999,1,54,74,73,847,300,30,37,81.1,20,27,74.1,3,7,42.9,0,0.1,-0.1,1,4,1,0,5,Matches
619,Mohamed Traore\f5bfcbf7,sn SEN,DF,Los Angeles FC,17,2002,0.5,24,34,70.6,562,205,4,5,80,17,18,94.4,3,10,30,0,0,0,0,2,0,0,2,Matches
620,Wil Trapp\9bf9391c,us USA,MF,Inter Miami,27,1993,15.1,695,809,85.9,14478,4351,244,269,90.7,323,367,88,120,153,78.4,0,0.3,-0.3,4,86,9,0,85,Matches
621,Auston Trusty\cddf767b,us USA,DF,Colorado Rapids,21,1998,5.9,301,343,87.8,6976,2401,71,75,94.7,165,182,90.7,63,80,78.8,1,0.7,+0.3,2,37,1,0,24,Matches
622,Bill Tuiloma\bf547c54,nz NZL,DF,Portland Timbers,24,1995,9.2,345,424,81.4,8728,2517,67,76,88.2,167,187,89.3,106,153,69.3,1,0.2,+0.8,4,29,1,0,24,Matches
623,Cole Turner\30ec7b37,us USA,MF,Philadelphia,18,2001,0,5,5,100,120,18,0,0,,4,4,100,1,1,100,0,0,0,0,0,0,0,1,Matches
624,Matt Turner\4a51ba65,us USA,GK,New England,25,1994,22,496,703,70.6,16062,10254,66,66,100,230,233,98.7,199,403,49.4,0,0,0,0,7,1,0,0,Matches
625,Ema Twumasi\9ca4b140,gh GHA,MFFW,FC Dallas,22,1997,0.4,13,21,61.9,185,41,9,12,75,3,6,50,0,1,0,0,0.1,-0.1,2,1,1,0,2,Matches
626,Przemysław Tytoń\1fa85681,pl POL,GK,FC Cincinnati,33,1987,11.9,289,385,75.1,8988,4647,47,48,97.9,121,122,99.2,119,212,56.1,0,0,0,0,2,0,0,0,Matches
627,Victor Ulloa\e7056f05,us USA,MF,Inter Miami,27,1992,15.9,561,673,83.4,10061,2625,239,273,87.5,256,293,87.4,52,78,66.7,2,1.7,+0.3,17,48,6,1,54,Matches
628,Maximiliano Urruti\6c8fb474,ar ARG,FWMF,Montreal Impact,28,1991,9.9,158,221,71.5,3021,674,77,86,89.5,49,66,74.2,29,57,50.9,0,0.5,-0.5,10,8,2,2,6,Matches
629,Júnior Urso\b40424f1,br BRA,MF,Orlando City,30,1989,19,727,820,88.7,13787,3182,305,339,90,302,334,90.4,104,113,92,1,2.1,-1.1,13,68,9,0,69,Matches
630,Zarek Valentin\f0d23e7b,pr PUR,DF,Houston Dynamo,28,1991,18,808,1033,78.2,18281,5918,227,256,88.7,404,491,82.3,172,248,69.4,2,1.1,+0.9,13,81,14,5,93,Matches
631,Milton Valenzuela\82318d24,ar ARG,DF,Columbus Crew,21,1998,16.1,720,925,77.8,13853,5398,279,315,88.6,359,434,82.7,75,144,52.1,3,1.8,+1.2,14,66,20,7,88,Matches
632,Diego Valeri\31da63ad,ar ARG,MFFW,Portland Timbers,33,1986,18,664,923,71.9,13045,4751,281,349,80.5,254,326,77.9,120,204,58.8,5,6.6,-1.6,62,65,46,8,113,Matches
633,Florian Valot\ad454d78,fr FRA,MFFW,NY Red Bulls,26,1993,16.7,648,893,72.6,10584,3632,349,414,84.3,204,277,73.6,68,138,49.3,2,2.2,-0.2,20,75,22,5,91,Matches
634,Brandon Vazquez\c570cf22,us USA,FW,FC Cincinnati,21,1998,8.7,107,175,61.1,1852,215,55,78,70.5,39,66,59.1,11,19,57.9,2,0.8,+1.2,5,4,1,0,5,Matches
635,Carlos Vela\e0cd04e0,mx MEX,FW,Los Angeles FC,30,1989,4.7,153,222,68.9,3024,994,59,73,80.8,72,90,80,21,48,43.8,1,1.6,-0.6,13,15,14,2,34,Matches
636,Matías Vera\fe529f25,ar ARG,MF,Houston Dynamo,24,1995,18.8,922,1006,91.7,20098,4278,266,290,91.7,452,472,95.8,185,213,86.9,0,0.5,-0.5,14,80,3,1,59,Matches
637,Kenneth Vermeer\22a94b80,nl NED,GK,Los Angeles FC,34,1986,8,142,180,78.9,3955,2636,39,39,100,54,55,98.2,46,83,55.4,0,0,0,0,3,1,0,2,Matches
638,Ranko Veselinović\366609b6,rs SRB,DF,Vancouver,20,1999,15.4,548,638,85.9,13088,4122,106,116,91.4,316,341,92.7,125,177,70.6,0,0.1,-0.1,3,28,4,1,24,Matches
639,Jorge Villafaña\32337fb2,us USA,DF,Portland Timbers,30,1989,17.2,670,877,76.4,11531,4892,331,359,92.2,268,346,77.5,61,120,50.8,5,1.8,+3.2,10,54,20,9,62,Matches
640,Sam Vines\2d6e535f,us USA,DF,Colorado Rapids,20,1999,18,740,888,83.3,12751,4423,349,393,88.8,325,373,87.1,55,101,54.5,3,1.6,+1.4,12,49,9,3,46,Matches
641,Kai Wagner\fdc715d9,de GER,DF,Philadelphia,22,1997,13.1,502,670,74.9,10378,3673,180,213,84.5,240,295,81.4,78,145,53.8,2,1.2,+0.8,11,46,14,4,57,Matches
642,Anton Walkes\8a062bba,eng ENG,DF,Atlanta Utd,22,1997,14.8,883,995,88.7,19681,5860,220,239,92.1,478,512,93.4,175,229,76.4,0,0,0,1,65,1,0,33,Matches
643,Victor Wanyama\e0900238,ke KEN,MF,Montreal Impact,28,1991,21,969,1131,85.7,19918,4987,321,358,89.7,500,540,92.6,141,200,70.5,1,0.3,+0.7,11,101,8,1,83,Matches
644,Collen Warner\75babbce,us USA,MF,Colorado Rapids,31,1988,2.9,125,141,88.7,2569,549,44,47,93.6,58,64,90.6,22,28,78.6,0,0,0,2,14,0,0,9,Matches
645,Taylor Washington\480d3bcc,us USA,DFFW,Nashville,26,1993,4.5,141,192,73.4,2800,1031,64,74,86.5,49,63,77.8,26,46,56.5,1,1,0,9,13,6,6,12,Matches
646,Kendall Waston\02ea59b0,cr CRC,DF,FC Cincinnati,32,1988,17,794,928,85.6,17945,5658,197,219,90,433,479,90.4,161,221,72.9,0,0,0,1,30,0,0,35,Matches
647,Joel Waterman\47ddcc22,ca CAN,DF,Montreal Impact,24,1996,6.1,277,320,86.6,6296,1770,59,68,86.8,160,171,93.6,56,76,73.7,1,0.2,+0.8,3,17,1,0,18,Matches
648,Quentin Westberg\5480ae05,us USA,GK,Toronto FC,33,1986,20,587,751,78.2,16633,9828,113,114,99.1,261,265,98.5,213,372,57.3,0,0.1,-0.1,2,5,0,0,0,Matches
649,Brian White\54c948de,us USA,FW,NY Red Bulls,23,1996,9.7,130,215,60.5,1693,277,82,126,65.1,37,57,64.9,4,11,36.4,1,0.7,+0.3,10,5,0,0,7,Matches
650,Gordon Wild\9ca33c53,de GER,MFFW,LA Galaxy,24,1995,0.4,7,11,63.6,91,22,5,5,100,2,3,66.7,0,2,0,1,0.4,+0.6,1,0,0,0,0,Matches
651,JJ Williams\d04dba18,us USA,FW,Atlanta Utd,22,1998,0.1,0,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
652,Josh Williams\06098bfc,us USA,DF,Columbus Crew,31,1988,11.4,547,607,90.1,11949,3717,139,160,86.9,302,315,95.9,103,126,81.7,0,0,0,0,50,2,0,27,Matches
653,Eryk Williamson\e0364352,us USA,MF,Portland Timbers,22,1997,15.7,561,662,84.7,10253,2986,243,275,88.4,240,271,88.6,65,87,74.7,4,1.6,+2.4,12,65,15,0,74,Matches
654,Joe Willis\467f09c8,us USA,GK,Nashville,31,1988,23,412,651,63.3,13438,8518,58,58,100,176,177,99.4,178,415,42.9,0,0.3,-0.3,2,6,0,0,0,Matches
655,Danny Wilson\9cfe9254,sct SCO,DF,Colorado Rapids,28,1991,8.2,391,505,77.4,10544,4468,70,89,78.7,189,206,91.7,128,201,63.7,0,0.1,-0.1,4,36,1,0,33,Matches
656,Alan Winn\f4267fae,us USA,FW,Nashville,23,1996,2.7,90,116,77.6,1502,364,48,59,81.4,33,37,89.2,7,12,58.3,0,0,0,0,6,1,0,12,Matches
657,Tyler Wolff\0985c282,us USA,MFFW,Atlanta Utd,16,2003,1.3,40,48,83.3,663,99,18,21,85.7,20,23,87,2,3,66.7,0,0,0,0,1,0,0,1,Matches
658,Chris Wondolowski\37f46eda,us USA,FWMF,San Jose,37,1983,14.2,251,315,79.7,4659,810,114,138,82.6,82,97,84.5,45,61,73.8,1,1.8,-0.8,11,25,5,0,19,Matches
659,Andrew Wooten\dacc061c,us USA,FW,Philadelphia,30,1989,5,97,126,77,1602,246,52,61,85.2,28,37,75.7,12,18,66.7,2,1.4,+0.6,7,7,4,3,8,Matches
660,Vito Wormgoor\31d7acd1,nl NED,DF,Columbus Crew,31,1988,1.2,73,77,94.8,1711,539,16,16,100,37,40,92.5,18,19,94.7,0,0,0,0,6,0,0,2,Matches
661,Bradley Wright-Phillips\9bb42ab8,eng ENG,FW,Los Angeles FC,34,1985,11.9,147,197,74.6,1960,348,88,111,79.3,45,57,78.9,5,10,50,4,1.2,+2.8,8,5,6,1,10,Matches
662,Laurence Wyke\1a1614c5,eng ENG,DF,Atlanta Utd,23,1996,2.5,127,161,78.9,2938,768,28,34,82.4,72,80,90,25,41,61,0,0,0,0,11,0,0,11,Matches
663,Karifa Yao\01880958,ca CAN,DF,Montreal Impact,19,2000,1.4,31,41,75.6,649,224,10,13,76.9,16,18,88.9,5,10,50,0,0,0,0,2,0,0,2,Matches
664,William Yarbrough\ec646e88,us USA,GK,Colorado Rapids,30,1989,14,338,445,76,10341,6593,51,53,96.2,151,155,97.4,136,237,57.4,0,0,0,0,3,0,0,0,Matches
665,Dru Yearwood\2eb09121,eng ENG,MF,NY Red Bulls,19,2000,6.8,212,286,74.1,4030,1207,92,117,78.6,88,108,81.5,30,55,54.5,0,0.1,-0.1,2,38,4,0,25,Matches
666,Griffin Yow\ddd5cf39,us USA,MFFW,D.C. United,17,2002,4.3,71,97,73.2,1130,223,42,50,84,20,26,76.9,7,12,58.3,0,0.9,-0.9,2,4,1,0,6,Matches
667,Jackson Yueill\7dce16bf,us USA,MF,San Jose,22,1997,20.7,1097,1243,88.3,22209,5656,418,451,92.7,502,540,93,167,230,72.6,1,1.7,-0.7,20,116,6,1,102,Matches
668,Wilfried Zahibo\784ec3de,cf CTA,MF,Houston Dynamo,26,1993,1.3,47,61,77,867,184,14,17,82.4,30,35,85.7,3,7,42.9,0,0,0,0,2,0,0,3,Matches
669,Wilfried Zahibo\784ec3de,cf CTA,MF,New England,26,1993,2,79,92,85.9,1484,583,34,36,94.4,34,39,87.2,11,16,68.8,0,0,0,0,13,1,0,10,Matches
670,Renzo Zambrano\526bf96c,ve VEN,MF,Portland Timbers,25,1994,1.1,48,56,85.7,960,134,17,21,81,22,26,84.6,9,9,100,0,0,0,2,3,0,0,4,Matches
671,Gyasi Zardes\09ae7f92,us USA,FW,Columbus Crew,28,1991,19,230,337,68.2,3265,476,135,180,75,72,106,67.9,10,20,50,4,2.4,+1.6,17,9,4,0,12,Matches
672,Eriq Zavaleta\edbfbb3f,sv SLV,DF,Toronto FC,27,1992,3.1,162,179,90.5,3565,783,43,43,100,87,93,93.5,30,40,75,0,0,0,0,6,1,0,4,Matches
673,Gedion Zelalem\b15ac68f,us USA,MF,NYCFC,23,1997,0.2,13,15,86.7,286,70,4,6,66.7,5,5,100,3,3,100,0,0,0,0,2,0,0,2,Matches
674,Lucas Zelarayán\3ce30893,am ARM,MFFW,Columbus Crew,27,1992,11.5,352,461,76.4,6789,1855,164,189,86.8,126,154,81.8,57,105,54.3,2,2.9,-0.9,25,30,26,6,40,Matches
675,Reto Ziegler\facb3c57,ch SUI,DF,FC Dallas,34,1986,17,882,1045,84.4,20504,6856,202,215,94,479,515,93,197,301,65.4,1,1.2,-0.2,12,50,1,0,42,Matches
676,Walker Zimmerman\220fa883,us USA,DF,Nashville,26,1993,21.7,840,1002,83.8,19203,6939,213,242,88,439,474,92.6,183,270,67.8,0,0.8,-0.8,8,59,3,1,42,Matches
677,Kyle Zobeck\ac341b1f,us USA,GK,FC Dallas,29,1990,3.5,87,112,77.7,2208,1094,20,20,100,46,47,97.9,21,45,46.7,0,0,0,0,0,0,0,1,Matches
678,Ethan Zubak\9f39b6cf,us USA,FW,LA Galaxy,21,1998,8.7,137,182,75.3,1917,296,91,108,84.3,36,49,73.5,8,11,72.7,0,0.6,-0.6,5,4,7,0,10,Matches
679,Dario Župarić\c6f99e42,ba BIH,DF,Portland Timbers,27,1992,17.9,635,753,84.3,15307,5420,132,142,93,346,386,89.6,155,216,71.8,0,0.1,-0.1,4,29,2,0,31,Matches
680,Graham Zusi\9ba42447,us USA,DF,Sporting KC,33,1986,13.6,722,888,81.3,15068,4648,250,276,90.6,340,383,88.8,128,201,63.7,1,1.6,-0.6,13,62,19,7,63,Matches
681,Guðmundur Þórarinsson\ded30989,is ISL,DF,NYCFC,27,1992,7.7,400,495,80.8,7760,2581,166,186,89.2,171,202,84.7,59,93,63.4,1,1.1,-0.1,14,19,13,6,35,Matches
